,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,Class
1084,1.9,0.6,0.5,0.3,2.2,1.2,1.5,2.5,2.0,3.7,1.1,2.9,3.8,3.1,3.7,2.8,1.1,1.8,-0.1,0.9,-0.6,-2.2,0.2,0.5,1.4,-0.6,-0.3,1.3,1.2,-1.3,-0.2,-0.4,0.8,-2.0,-0.9,-0.6,1.6,-1.6,1.1,0.3,0.0
1085,-1.8,-0.7,0.6,3.3,2.3,5.0,4.4,5.3,4.6,3.6,3.9,2.8,2.9,1.2,0.7,0.7,-0.5,2.1,0.3,1.1,-0.1,1.1,0.2,-0.5,-1.8,-0.3,0.1,-1.9,-0.9,0.8,0.1,1.0,-0.3,-0.3,0.4,-0.1,0.5,-0.7,-0.4,2.7,1.0
1086,-1.4,-0.2,-1.6,0.7,0.8,3.2,1.2,1.9,3.5,4.5,3.0,7.3,4.0,2.8,2.9,1.7,0.9,1.8,0.4,-1.0,-0.1,-0.1,1.4,1.1,-0.1,-0.4,0.1,1.7,0.5,-0.7,-1.3,1.3,-0.6,0.7,-0.5,-1.0,1.0,-0.7,-0.2,-0.4,1.0
1087,-1.4,-0.5,-0.3,-1.1,0.4,-1.7,1.4,-0.6,1.6,0.9,2.0,3.2,4.8,3.9,5.5,2.8,3.8,2.0,1.9,0.6,0.3,-0.8,0.2,0.6,-1.7,0.6,2.2,0.4,-1.4,0.1,-1.3,0.6,1.3,-0.7,1.4,0.0,-0.2,1.4,1.0,0.1,0.0
1088,-1.6,0.3,-1.1,2.4,-0.2,0.4,0.9,3.4,3.5,5.6,5.3,4.0,4.0,3.1,2.1,1.3,0.7,-0.7,1.1,0.0,0.5,-0.7,-0.2,-1.1,0.4,-0.9,-0.8,1.3,0.8,-1.8,0.4,0.4,0.3,0.6,-0.3,-0.7,-1.1,-2.2,-1.6,1.2,1.0
1089,-0.5,1.6,1.4,2.7,2.3,3.1,6.1,5.2,3.1,5.5,1.1,0.9,1.5,2.1,0.2,0.2,0.5,0.6,-0.8,0.1,0.1,0.5,-0.5,0.4,1.2,0.8,0.4,1.1,0.2,-0.3,-1.0,-1.5,0.1,-0.1,-1.3,0.4,-0.2,0.2,0.0,-0.8,0.0
1090,-0.6,-0.2,-0.2,0.0,1.6,0.6,1.5,0.6,1.8,3.8,6.5,7.0,4.5,3.4,4.3,2.9,2.0,1.6,1.2,1.0,1.9,-0.8,-1.1,-0.4,0.2,1.8,-0.1,0.2,-0.9,-0.9,-1.3,-2.0,0.6,0.2,0.0,0.0,-0.4,2.1,1.7,-1.5,1.0
1091,-0.2,0.3,0.7,2.1,2.0,4.5,5.0,4.6,3.5,4.1,3.1,1.5,2.2,1.5,0.7,1.8,0.2,-1.8,0.5,0.5,1.4,-0.7,0.6,-0.7,-0.2,-0.3,0.2,0.1,0.2,0.3,0.8,1.1,1.1,-0.6,1.5,0.5,-0.2,1.5,0.1,0.3,1.0
1092,1.5,-0.8,0.1,0.1,1.6,0.7,2.3,2.9,1.0,0.7,1.8,3.2,2.5,3.0,3.8,4.6,3.3,1.6,0.8,-0.3,-0.7,1.5,-0.2,-1.2,-0.8,0.7,-0.6,0.3,-0.2,1.7,1.4,0.4,-1.3,1.4,-1.5,-1.6,-1.2,-0.5,1.3,-0.2,0.0
1093,-0.3,0.3,0.2,-0.9,-0.4,-0.4,1.8,2.4,1.3,3.0,3.5,3.7,2.1,4.5,2.9,3.2,2.7,3.4,2.3,1.4,0.3,-0.7,1.9,0.4,-2.3,0.5,0.8,0.0,2.3,1.0,-0.6,0.0,0.0,-0.5,-0.2,0.6,0.6,1.2,0.9,-0.8,1.0
1094,-1.9,0.7,1.4,4.1,4.0,4.6,5.9,4.3,5.2,3.5,3.2,1.1,0.5,0.3,1.2,0.4,-0.1,0.6,1.1,1.0,-1.4,1.0,0.5,-0.8,-0.4,1.1,0.3,0.3,-0.1,0.2,0.9,0.7,0.6,-0.4,0.3,0.3,-0.6,2.0,-1.0,-0.2,1.0
1095,-0.3,-0.8,-1.5,0.2,-0.1,-0.2,0.5,0.7,2.7,1.6,2.1,4.6,3.6,4.3,6.2,3.6,0.6,2.3,0.1,0.9,0.5,0.5,-0.9,-0.3,-1.2,1.0,-1.1,1.8,0.2,-0.9,-0.9,-1.2,-1.6,-1.5,0.3,0.4,-0.6,1.2,-0.2,0.4,1.0
1096,-1.0,1.0,0.5,0.8,1.6,1.7,3.3,3.4,3.7,5.6,4.6,5.5,3.4,3.6,0.6,-1.9,0.1,-2.1,-0.9,1.3,0.7,0.8,-0.6,1.2,-0.1,-1.4,-0.5,1.1,0.3,-0.1,0.4,0.0,2.0,-1.6,0.4,1.0,0.1,-0.7,-0.5,-1.9,1.0
1097,0.5,-0.6,1.2,-0.3,0.9,0.7,4.0,3.3,5.0,5.1,4.6,4.7,4.4,2.2,2.5,-0.2,0.6,1.5,0.1,-0.9,-0.6,0.2,-0.2,0.4,-0.1,-0.7,-0.6,0.6,0.9,0.9,-0.9,-1.9,1.5,-0.8,-0.2,-0.2,-0.2,-0.6,1.3,-0.6,1.0
1098,-0.1,0.5,0.7,0.4,-0.2,0.3,-0.8,0.4,1.1,-0.2,4.2,4.9,3.0,5.5,4.2,5.2,2.8,1.9,1.6,1.8,1.4,-0.5,-0.2,-0.3,0.3,-0.8,0.8,-0.2,-0.7,1.2,-0.6,-0.1,0.1,-1.4,0.2,0.4,0.2,1.5,-1.1,1.6,1.0
1099,0.0,0.2,0.7,3.0,0.9,1.5,4.9,4.6,2.1,5.3,5.6,3.0,1.9,0.5,-0.6,2.5,1.5,-1.2,0.0,-1.1,-0.5,-0.4,0.1,0.5,0.4,1.6,-0.1,0.5,0.8,-0.7,1.1,-1.3,-0.8,-1.6,0.4,0.2,0.9,0.7,0.8,-0.6,1.0
1100,0.9,-1.2,-0.3,-0.2,2.6,-0.3,-0.3,3.5,3.2,4.8,5.7,4.2,4.7,3.6,2.4,2.2,-0.5,1.4,1.4,-0.9,0.4,-0.6,1.5,-0.5,-0.5,1.9,-0.3,-0.8,-1.7,0.6,0.3,-1.6,0.3,0.7,0.5,0.0,-1.0,0.4,0.6,-0.8,1.0
1101,1.1,0.6,0.7,0.4,3.4,2.6,4.3,2.0,3.7,3.6,1.2,3.8,2.3,2.5,2.5,1.3,2.0,1.6,1.8,-1.5,-0.9,-0.2,0.0,-0.3,0.0,-0.3,0.1,-0.7,0.6,-0.5,2.0,-1.4,0.4,1.6,-1.9,0.6,0.9,-0.6,-0.5,0.4,0.0
1102,-0.4,1.2,-1.0,-0.2,0.1,1.5,0.5,-1.6,0.1,2.1,3.2,2.9,5.3,4.2,5.1,5.2,3.7,2.8,1.3,-0.2,0.7,0.8,0.3,-1.2,0.5,0.7,-0.8,-0.2,0.0,0.2,0.4,1.5,-0.8,1.2,0.1,0.7,-0.5,-0.5,-0.8,-0.2,0.0
1103,0.1,0.5,-0.7,1.0,0.2,0.2,0.4,1.6,0.4,1.4,2.9,0.6,2.9,5.6,4.5,5.1,2.6,2.0,2.0,2.0,1.3,-1.1,1.3,-0.8,-2.3,-1.1,1.6,-0.1,-1.1,-0.2,0.7,1.1,0.4,0.6,0.1,0.8,-0.3,-2.3,-1.2,-1.1,0.0
1104,-0.1,0.1,0.9,1.3,0.6,0.2,1.7,2.4,3.4,4.6,3.7,4.1,3.5,2.4,2.2,2.1,0.4,-1.1,0.9,0.4,-1.0,0.2,-0.1,-1.0,-2.2,1.9,-0.7,0.0,0.9,0.9,0.3,1.3,0.3,-0.3,0.1,1.1,-1.0,-1.2,-0.3,-1.7,1.0
1105,0.6,0.7,1.2,1.5,4.6,3.9,5.1,4.2,4.1,3.2,2.0,1.7,0.7,-0.2,2.2,1.8,-1.2,-0.2,2.1,0.1,0.2,-0.5,0.6,-1.7,-2.3,0.1,1.3,0.9,0.1,0.4,0.9,-0.9,2.1,-0.3,0.6,-0.4,0.7,1.6,0.5,0.2,1.0
1106,-0.6,1.9,0.2,1.9,1.6,3.4,2.7,2.2,4.4,0.6,1.5,2.8,1.9,3.6,0.7,1.8,1.6,2.7,1.6,-0.5,-0.2,-0.4,0.2,2.4,-0.8,0.7,0.5,0.6,0.2,-0.1,0.4,-0.2,-0.1,1.2,0.4,0.1,0.6,-0.6,-1.7,-1.2,0.0
1107,-0.3,0.2,0.3,-0.3,1.5,1.6,2.2,1.6,0.4,1.0,2.7,3.7,2.7,2.7,3.4,2.0,2.0,1.9,2.1,-0.2,1.7,0.9,-0.3,-0.2,-0.2,0.9,1.3,0.0,-0.2,0.4,1.3,1.6,0.1,0.5,-0.3,0.0,0.3,0.9,0.0,0.7,0.0
1108,0.6,1.4,1.1,0.0,1.6,3.7,1.5,2.3,1.3,0.8,1.8,2.4,3.1,3.4,2.9,2.7,1.4,0.8,1.4,0.9,0.0,1.7,-0.3,0.3,-1.0,-1.3,0.0,-1.6,-0.9,-0.8,-1.3,-0.2,1.7,-1.2,-0.5,0.4,1.3,-0.4,0.0,-1.2,0.0
1109,-0.6,-0.2,1.9,1.7,2.1,4.0,5.6,5.1,5.6,3.7,2.8,2.5,2.5,1.3,0.2,1.5,-0.5,0.6,1.5,-1.9,-1.3,0.3,1.1,0.8,1.5,0.8,0.2,2.7,1.0,0.6,-0.3,1.0,0.4,0.3,0.8,0.8,0.2,0.9,-0.9,2.3,1.0
1110,-1.3,-0.3,-0.8,0.4,2.1,0.5,1.7,2.7,4.0,4.2,5.1,4.0,2.7,2.0,-0.6,3.6,-0.2,-1.0,-0.1,-0.9,-0.2,0.0,0.8,-1.5,1.5,1.2,0.1,-1.5,-1.1,-0.7,0.1,1.1,0.2,1.1,-1.1,0.1,0.6,-0.2,-1.6,-1.0,1.0
1111,-0.8,0.3,1.1,2.7,1.4,1.1,4.1,2.3,2.3,1.5,0.9,1.9,3.1,1.4,2.2,-0.5,0.2,0.6,1.1,1.5,0.4,-1.6,0.1,0.3,1.4,-0.7,-0.2,-1.4,-0.8,0.0,1.0,0.5,1.9,-1.5,0.2,-0.4,-1.7,0.9,-0.4,-0.5,0.0
1112,1.0,0.8,0.4,-0.1,1.6,0.9,1.3,2.1,1.9,0.1,0.6,1.6,3.5,3.6,4.6,3.5,2.5,2.8,2.9,2.4,1.0,0.2,-0.3,0.6,-0.6,-0.4,-0.4,-0.9,-2.0,-0.7,-1.1,0.1,-0.8,-0.7,-0.1,-0.2,-0.2,0.6,-0.9,0.9,0.0
1113,-0.6,2.3,-0.4,2.0,4.0,4.2,4.7,5.7,2.7,4.0,2.9,0.6,-0.6,2.6,0.1,2.1,-0.8,1.7,0.7,1.2,-0.9,-0.7,0.0,1.2,-0.1,1.4,0.0,-1.5,-0.4,0.4,1.2,1.9,-0.8,-0.5,-1.4,-1.6,0.2,1.7,-0.6,0.0,0.0
1114,-0.7,0.8,2.0,2.4,3.4,2.7,5.4,5.6,2.0,1.0,3.9,2.0,1.9,3.1,1.5,-0.3,-0.6,0.4,-0.5,-0.1,-0.6,0.8,1.4,-0.1,-2.1,-0.1,-0.8,1.1,-1.9,0.3,-1.3,-1.8,-1.0,1.0,0.0,-1.7,-0.7,0.7,1.2,-0.9,1.0
1115,-0.7,1.2,0.2,1.0,0.4,3.0,1.8,2.5,2.2,0.5,4.1,2.0,4.1,5.0,3.4,2.7,3.0,1.6,1.8,0.5,2.1,-0.2,-0.2,-0.2,0.0,0.9,-0.2,-1.2,0.1,0.9,1.1,-0.2,0.1,-2.1,-0.8,2.7,0.7,0.0,-0.9,-1.1,0.0
1116,0.7,0.9,2.6,0.9,1.6,2.8,3.4,4.5,4.7,4.1,2.6,1.2,1.2,1.4,1.6,0.7,-0.5,-1.0,-1.3,0.8,-0.1,-0.2,-0.1,-1.3,-0.7,-0.7,0.9,0.0,-1.3,0.5,-0.6,-0.3,0.4,-0.8,1.1,-0.1,1.1,1.0,-2.2,-0.4,1.0
1117,-0.2,0.6,0.6,0.5,0.3,1.9,2.9,3.2,3.6,4.2,5.2,4.6,1.4,4.3,1.3,1.4,-0.3,0.4,0.7,1.5,1.0,-0.1,-0.3,-0.4,-0.2,0.6,1.6,0.0,-1.2,-0.7,0.3,0.0,-0.2,0.1,-0.4,1.2,-1.2,-1.3,-2.1,0.9,1.0
1118,0.2,1.0,2.4,2.7,2.4,2.5,2.9,4.7,4.0,3.1,3.9,5.0,2.1,1.0,1.4,1.3,-0.1,0.8,0.3,0.4,1.5,-1.3,0.5,-0.8,-0.6,0.3,1.3,-1.1,0.4,1.7,0.2,0.3,0.1,-0.5,-1.4,-0.1,-2.2,-0.8,-0.3,0.3,1.0
1119,0.7,-0.1,-0.8,-0.9,0.3,0.5,2.5,3.7,5.6,6.4,5.8,5.7,5.0,1.3,2.4,2.1,0.9,0.5,-1.2,-0.5,-0.3,-1.0,0.2,-0.6,0.4,-0.6,0.4,0.3,-0.2,-0.8,-0.5,-0.3,0.6,1.2,0.8,0.3,-1.3,-1.6,-0.5,0.8,1.0
1120,0.8,0.0,-0.4,-0.4,-1.3,0.2,1.5,0.7,4.6,4.6,6.6,6.4,1.9,2.8,0.5,2.3,1.5,-0.1,1.4,0.1,0.8,-0.4,0.9,0.5,-0.2,1.8,-1.0,0.9,0.3,-0.7,-0.3,0.3,0.3,-1.0,-0.7,1.0,-0.3,-0.2,-0.3,-0.1,1.0
1121,-0.4,-1.4,0.7,-1.0,-1.1,1.2,3.2,3.4,4.5,3.9,5.7,3.7,3.4,2.5,2.0,2.6,-0.6,-1.2,1.8,-0.7,-1.9,1.3,-0.6,0.6,0.0,-1.5,0.0,0.4,-0.2,2.0,1.5,-1.0,-0.4,1.0,0.7,1.0,0.7,1.6,0.3,0.1,1.0
1122,-1.2,0.3,0.4,0.3,1.5,0.6,1.4,3.7,2.9,3.6,5.1,4.6,2.9,4.2,2.0,2.9,-0.5,0.4,0.7,0.5,-1.2,-0.8,-0.7,-0.7,-1.1,-0.6,-0.4,-1.0,0.4,-0.8,-0.3,-0.1,-2.2,-0.2,-0.1,0.8,0.1,-0.1,0.5,0.6,1.0
1123,0.0,-1.0,-1.0,0.4,-0.6,-0.7,1.6,-1.1,-0.1,2.4,1.7,4.8,4.1,4.1,5.5,4.1,2.5,2.8,0.7,-0.6,0.2,-1.5,2.3,-0.3,0.7,-1.0,-0.4,-0.8,-1.0,1.7,0.5,-0.6,-0.2,-1.7,-0.1,0.0,0.9,0.4,1.7,2.3,1.0
1124,1.0,0.6,1.5,4.3,5.5,4.4,5.3,6.0,4.1,2.9,2.0,1.1,-0.3,0.6,0.7,0.1,-2.1,-1.3,-0.7,1.1,-0.3,-0.2,-0.1,-0.8,0.0,0.6,1.0,-0.9,-0.7,0.5,-0.8,-0.1,0.0,1.1,0.4,-1.6,-0.1,-0.1,1.3,-0.9,1.0
1125,-0.4,0.9,0.9,3.0,2.6,2.4,6.7,6.0,3.9,3.5,4.1,2.4,0.1,1.3,-0.2,1.1,0.5,0.5,-1.6,0.5,1.1,0.5,-1.1,0.0,-0.4,-0.6,-0.3,0.7,1.8,0.6,-2.0,2.4,-1.1,-0.9,1.2,1.2,-1.0,1.1,-0.9,-0.9,1.0
1126,-0.8,0.4,0.0,0.5,3.3,2.5,2.1,3.6,4.3,3.4,3.9,3.8,0.9,1.5,-0.1,-0.4,-0.8,0.5,-0.3,-2.2,0.0,0.0,-1.0,0.4,0.9,0.8,0.0,-2.4,-1.1,0.9,0.4,0.7,1.2,-1.4,1.5,-1.3,-0.3,1.5,1.2,0.1,1.0
1127,-0.1,-1.2,1.4,1.8,1.1,1.9,1.7,1.8,1.9,2.8,2.7,1.6,1.6,2.3,3.6,3.0,3.3,2.2,1.6,1.6,0.8,1.2,0.1,-0.9,0.7,0.5,0.6,0.5,-1.6,1.4,-0.5,-0.2,-2.1,-2.1,-0.3,0.2,-1.4,-1.8,0.2,-1.1,0.0
1128,-0.1,-1.3,-1.6,0.1,-0.3,1.5,0.3,-0.9,0.6,3.2,2.8,3.8,4.7,3.8,5.4,5.0,3.3,2.8,2.2,0.0,0.8,1.5,1.1,-0.3,0.4,-0.2,-0.6,-1.2,-0.9,0.1,-1.5,-0.3,0.2,0.5,-1.5,-1.1,-0.8,-0.6,0.3,-0.3,1.0
1129,1.2,-1.1,2.4,2.2,2.4,1.7,0.1,1.3,0.3,1.0,2.3,1.9,2.1,3.0,0.8,3.5,1.8,1.3,2.7,1.0,-0.4,-0.2,-0.2,-1.9,-1.2,0.1,1.8,1.5,-0.9,0.3,-1.7,1.0,1.0,0.6,1.7,0.5,0.3,0.8,-1.3,0.4,0.0
1130,-2.0,1.0,-1.9,-0.7,1.2,0.6,2.4,1.9,1.9,3.0,2.6,2.4,3.8,4.0,3.3,4.6,3.7,0.7,0.6,0.0,0.7,-0.3,-0.5,0.5,-2.5,-2.3,-0.2,0.8,-0.9,-0.2,-0.1,0.0,-1.2,-1.0,-0.6,-0.4,-0.6,-2.0,0.7,0.1,1.0
1131,-0.3,-1.0,1.3,0.3,3.4,3.1,5.9,4.9,4.3,3.4,4.5,4.5,2.0,1.0,1.6,1.1,0.3,-1.1,-0.1,0.0,1.5,-1.7,0.0,-0.8,-0.4,-0.2,-0.8,-0.8,0.5,-0.3,0.4,-0.4,1.6,1.0,-0.4,-1.6,-1.4,-0.1,-1.2,-1.2,1.0
1132,0.1,0.0,-0.5,-0.2,0.0,1.6,3.7,3.6,2.5,4.0,5.3,3.5,3.4,2.1,1.6,0.3,1.0,0.1,-0.1,0.6,-0.8,-1.6,0.2,-0.1,1.4,1.1,0.9,-0.8,-1.2,-0.2,0.9,-0.5,0.6,-0.9,-0.3,0.2,-0.8,-1.0,0.6,1.2,1.0
1133,1.9,0.3,-1.0,0.5,-0.9,1.0,-1.2,-0.5,-1.0,0.8,2.6,3.6,3.6,3.9,3.7,5.0,4.0,2.8,2.5,1.9,-0.7,-0.7,-0.2,-0.4,-0.5,0.0,0.7,-0.1,-0.3,-1.4,0.5,0.5,-1.9,-1.5,0.4,-1.6,-0.6,0.5,0.5,0.0,1.0
1134,-2.6,-1.3,-0.9,0.0,-0.7,1.1,0.4,-0.9,0.1,0.6,2.9,4.2,2.4,4.4,5.5,4.5,2.3,3.9,3.2,1.5,-0.2,0.7,0.6,2.4,0.1,-1.0,0.0,1.1,0.0,-0.2,0.4,1.4,-0.6,0.2,0.9,0.0,-0.9,-1.6,0.3,0.4,1.0
1135,0.2,0.8,0.3,1.3,0.7,1.3,-0.1,2.3,1.5,1.9,2.8,2.6,1.3,4.6,4.0,3.9,2.3,0.8,1.7,-0.2,0.1,0.8,-1.0,2.4,-1.5,0.5,-1.7,-1.1,-0.1,-0.6,-0.3,-0.6,-0.3,0.1,0.5,0.6,-0.3,1.0,-0.6,-1.9,0.0
1136,-0.2,-0.1,0.7,-1.1,0.3,1.1,-0.6,-1.3,-0.3,-0.2,1.7,3.0,2.5,4.8,4.4,3.8,2.3,2.0,2.6,0.7,0.2,-1.2,1.7,1.3,0.4,-0.8,-0.9,0.4,-0.1,-1.2,-1.1,0.4,0.0,-1.1,-0.9,-0.9,-0.6,-1.2,0.3,0.2,0.0
1137,-1.2,0.8,1.2,1.9,2.4,2.1,3.2,3.9,3.5,4.0,0.7,0.5,0.4,-0.4,2.5,2.1,0.8,0.8,0.3,-1.9,-1.4,-0.8,-1.1,-0.9,0.2,1.4,-0.5,-0.2,1.4,-1.7,-0.3,0.2,0.2,-0.1,1.7,0.3,0.1,0.2,-0.5,0.3,0.0
1138,-0.9,-0.3,-1.2,0.7,2.2,1.9,1.0,2.5,-0.3,2.7,4.0,2.7,3.1,3.7,4.5,5.2,3.7,3.0,1.6,1.3,0.5,0.5,0.2,0.5,-0.4,-0.9,-0.6,-1.0,-1.1,-0.6,-1.6,1.3,-0.9,-1.6,-0.6,-0.1,1.1,0.2,1.3,-0.6,0.0
1139,-0.5,-1.1,0.5,2.0,2.2,3.2,4.0,3.7,2.5,2.9,3.7,2.9,1.3,1.7,3.2,-0.1,-1.2,-1.1,-1.6,0.0,-1.0,1.2,0.7,-0.4,0.0,-1.1,1.5,-0.1,-0.5,0.1,-0.4,0.3,-0.4,-1.2,-0.3,0.1,-1.3,-0.3,-0.2,-1.9,1.0
1140,0.8,0.4,2.6,0.9,0.2,1.2,2.8,4.3,3.5,4.7,5.4,4.8,4.1,2.4,2.1,1.4,0.2,-0.8,-0.1,0.3,0.5,-2.4,0.4,0.7,-0.2,-1.3,-1.0,0.4,-0.5,-1.8,-0.1,1.4,-0.1,-2.3,-0.7,0.6,-0.4,-0.3,0.5,0.4,1.0
1141,0.8,1.4,0.7,1.0,1.7,3.1,3.6,4.1,3.4,4.6,5.0,3.4,2.2,1.9,1.9,0.8,-0.7,0.5,0.3,-0.2,0.3,-1.5,0.8,0.3,-0.3,-1.2,-0.3,1.1,-0.1,-1.6,0.3,2.5,-1.4,1.8,-1.0,-1.4,-0.8,-0.2,-0.3,0.9,1.0
1142,-0.9,1.2,3.1,1.6,2.8,6.1,5.2,5.8,2.9,2.4,1.1,2.1,0.9,0.0,0.7,0.9,-0.3,-0.3,0.6,1.2,0.1,-0.2,-1.0,-1.1,-0.5,-1.6,0.0,0.5,1.0,-1.7,1.6,1.6,-0.1,0.9,-0.2,1.5,0.2,-1.1,0.7,-0.7,1.0
1143,2.2,2.0,1.0,1.4,2.5,2.9,4.0,2.9,5.3,1.9,1.1,0.9,1.1,1.6,1.4,0.1,-0.8,-1.3,0.9,1.5,1.1,-0.4,0.5,0.2,0.8,1.3,-0.7,1.4,-0.2,-0.1,0.1,0.3,-0.5,0.1,0.1,1.5,1.7,-1.2,0.2,-1.5,1.0
1144,1.8,1.9,0.3,-0.7,2.1,4.7,3.4,3.7,0.7,2.8,3.3,0.1,2.5,2.1,4.7,2.0,2.0,-0.1,1.0,0.4,0.2,-0.6,1.1,0.2,-0.7,0.6,1.4,-2.6,1.7,-0.1,-0.6,-0.5,-0.9,0.5,0.7,1.6,-1.0,-2.0,1.9,0.9,0.0
1145,0.8,0.1,0.9,0.3,1.7,-0.2,-1.3,1.6,1.5,1.7,4.0,3.6,1.0,3.9,5.6,4.9,2.6,2.6,0.9,0.5,0.5,-0.9,-1.6,-0.4,0.9,0.4,-0.5,-0.1,-0.8,0.1,0.7,-0.3,1.0,0.1,2.1,0.8,-0.6,0.3,1.5,-0.4,1.0
1146,0.1,-0.5,1.7,-0.4,0.7,0.1,0.1,-0.1,1.0,2.8,4.7,4.1,3.6,3.6,3.8,3.5,2.3,2.6,2.5,1.0,0.9,0.0,0.8,0.4,-0.4,0.2,-0.9,-1.1,-0.3,2.3,0.2,0.3,-0.3,0.0,-0.7,1.1,-1.9,0.2,1.0,0.8,1.0
1147,-0.3,0.8,0.9,-0.6,-0.6,0.4,2.5,3.9,1.9,3.7,4.2,3.6,2.5,1.7,2.5,1.7,1.5,-0.5,0.1,0.6,-1.0,-0.5,0.7,1.8,1.3,-2.1,-0.8,-0.5,-2.3,-0.6,-0.6,0.3,0.0,-2.3,-1.1,0.5,0.5,-0.6,1.3,-1.5,1.0
1148,-1.2,0.4,1.3,-0.5,0.8,1.2,3.4,3.8,4.4,3.4,4.7,4.6,3.7,2.4,0.9,1.3,-0.4,0.7,0.5,0.1,0.2,-1.1,0.2,1.2,0.9,0.3,0.2,0.0,0.6,-0.5,-0.2,-0.3,-1.7,1.3,0.6,-0.1,-0.4,1.7,-0.4,0.9,1.0
1149,-0.6,1.1,1.1,2.4,3.1,5.3,4.6,6.2,2.1,3.6,1.2,2.2,-0.7,-2.4,0.2,-1.2,0.1,-1.2,0.1,1.3,0.7,-1.9,0.2,-2.1,0.6,-0.4,0.5,1.3,-1.2,-0.7,1.3,0.1,-0.5,-2.5,0.2,1.1,-0.2,0.7,0.2,-0.8,1.0
1150,0.2,-0.7,2.3,-0.7,1.8,1.6,0.1,0.9,1.2,1.1,2.7,2.8,5.7,6.1,4.9,2.4,3.8,2.6,0.5,0.6,0.8,0.3,-0.3,0.4,1.7,0.7,0.0,0.5,-0.1,-0.1,-2.1,0.9,-0.2,0.7,0.5,-0.2,0.6,-0.5,-0.9,-1.0,1.0
1151,0.8,2.3,1.2,0.2,2.5,4.3,1.2,3.1,3.8,4.4,7.0,3.0,3.3,3.4,2.7,0.9,0.5,-0.4,-1.8,-0.7,-0.9,-0.6,-0.1,-0.8,-0.1,-0.4,0.0,-0.8,-0.9,1.5,0.5,-0.8,1.3,1.7,0.3,1.3,0.6,1.5,-0.1,-0.7,1.0
1152,0.4,0.3,0.4,-1.5,1.1,3.8,2.4,1.2,4.1,3.9,5.1,4.7,1.1,1.1,2.2,-0.1,0.0,-0.5,1.3,-0.3,-0.4,1.3,-1.6,-0.2,1.9,-1.1,-1.2,-0.5,-2.5,0.3,-1.2,1.5,0.2,-0.2,-0.6,0.2,0.1,-0.8,0.5,-0.5,1.0
1153,-0.3,0.8,-1.1,-0.6,0.0,1.0,1.1,1.2,3.0,3.4,3.5,5.4,3.5,5.2,5.1,3.0,3.1,2.7,0.9,-0.2,1.4,-0.1,0.6,-0.3,0.8,0.6,0.3,0.5,-0.6,0.7,-0.2,-0.9,0.6,-0.3,0.6,1.5,-2.2,-1.5,0.3,1.5,1.0
1154,1.2,-1.0,1.3,0.1,0.8,1.1,2.8,1.1,3.0,-0.3,2.3,2.3,3.4,1.4,4.4,3.0,1.1,0.9,0.7,1.8,2.1,0.4,-1.4,1.0,1.9,-0.1,-0.6,0.7,-0.4,0.4,1.5,-0.3,0.8,1.1,0.4,0.8,-0.9,0.7,-0.4,-1.2,0.0
1155,1.2,0.5,-0.4,-0.1,-0.5,-0.4,0.1,1.1,1.6,3.1,4.7,3.1,5.8,3.2,5.8,3.8,3.7,3.2,0.1,2.0,-1.7,0.6,-1.6,0.3,0.3,1.1,0.0,0.5,0.3,0.6,0.9,-0.4,0.6,-1.8,1.4,0.2,0.6,-0.8,-0.5,-0.5,1.0
1156,-1.8,1.3,1.4,0.7,1.4,1.1,1.6,1.2,2.5,2.3,4.7,5.6,4.5,4.9,3.3,2.1,4.3,1.2,0.7,1.4,0.3,-0.9,-0.5,0.6,2.4,1.5,-1.5,-0.4,0.8,0.5,-0.9,2.0,0.7,0.8,-0.6,0.2,0.3,-0.9,-0.2,-1.1,1.0
1157,-0.8,0.7,2.7,2.7,3.4,2.7,4.0,3.1,0.4,2.4,0.7,3.0,2.4,2.8,1.5,2.2,3.5,4.7,2.2,0.5,-0.6,-0.2,-2.0,0.4,0.6,-0.3,-0.6,0.1,-2.2,0.1,0.6,1.6,-1.0,-0.8,-0.9,-0.3,0.4,-1.1,0.9,1.4,0.0
1158,0.4,0.5,1.5,2.9,4.8,3.8,4.2,5.9,3.2,3.6,3.2,1.2,2.7,0.4,1.0,-0.2,0.1,-0.5,0.2,1.4,-1.7,-1.8,-1.0,0.4,0.1,0.4,1.4,-0.4,0.4,-0.2,1.1,-1.5,-1.4,2.1,0.6,0.9,-0.8,-0.3,0.0,-0.1,1.0
1159,-0.4,0.9,-0.3,0.2,1.1,-0.7,0.1,0.7,2.0,6.2,3.3,4.0,4.8,2.2,1.5,1.4,-0.5,1.0,-0.3,-0.3,1.8,0.9,0.8,0.7,-0.5,0.9,0.5,-0.6,-1.7,0.9,1.9,1.0,-0.5,-0.2,2.6,-0.2,1.5,0.7,0.8,1.6,1.0
1160,2.0,0.7,0.8,1.4,2.7,3.2,4.9,3.5,5.2,3.8,1.7,0.1,1.6,2.9,-0.5,0.2,1.5,0.8,-0.8,-0.1,-1.0,1.0,-1.1,1.1,0.3,1.7,2.2,0.1,-0.5,-1.0,-0.9,0.6,0.5,0.4,0.3,-1.5,-0.5,0.1,0.7,0.5,1.0
